frame,x,y,dist_from_hoop_ft,shot_type,track_hits,track_score
362,340.8423153692615,159.39221556886227,0.2277001315648028,2PT,50,0.49684064089296753
274,50.639777468706534,416.47056096430225,0.7662845224019164,2PT,19,0.6053567781234956
274,353.97082557417747,266.137181874612,0.11138995651370134,2PT,6,0.75
274,1268.7587719298244,505.57894736842104,1.7387004366929553,2PT,6,0.75
278,590.0847457627119,291.98870056497174,0.3576061686478575,2PT,24,0.4305807158910189
276,212.3259259259259,545.9111111111112,0.6849944450227401,2PT,13,0.45136916109576863
276,528.2111613876319,239.90346907993967,0.23131222370493398,2PT,16,0.47406764736952944
282,392.74649859943975,675.859943977591,0.820361306348338,2PT,10,0.6101084371206761
276,128.0,406.0,0.6224534687511097,2PT,18,0.45359372671147064
302,5.62280701754386,377.89912280701753,0.8217600555837993,2PT,18,0.5858151286801175
284,357.1666666666667,341.9166666666667,0.19929495535338612,2PT,14,0.4638575529046388
278,284.0,604.063492063492,0.7228931087978271,2PT,16,0.5470417987510784
310,438.5,297.5,0.10104561036932477,2PT,24,0.5408015597397716
278,583.0102564102564,234.99487179487178,0.3381819564177881,2PT,12,0.4208920377205885
278,436.01234567901236,337.5,0.16993124010836894,2PT,23,0.5465658017535173
280,117.0,436.0,0.6701903421921602,2PT,9,0.75
280,490.58404558404555,263.6866096866097,0.1577023587791467,2PT,12,0.4306941674589568
280,104.08571428571429,355.5047619047619,0.6262591353113083,2PT,16,0.4150875258450862
280,439.00687285223364,428.7319587628866,0.3441514495037321,2PT,10,0.440785459227192
284,526.2208713272543,298.5704154002026,0.2418539093619293,2PT,14,0.45620065559218853
308,297.49621212121207,342.7651515151515,0.2784425702840615,2PT,20,0.6851986957849961
282,254.46363636363637,438.0393939393939,0.4681878885619785,2PT,6,0.5054797886063616
300,251.07207207207205,393.7837837837838,0.41124563002785847,2PT,17,0.7072168725416972
288,492.1078431372548,328.88235294117646,0.215919065287145,2PT,24,0.4630423324193607
286,186.9059829059829,533.8717948717949,0.6954198822224241,2PT,14,0.452454519410594
308,950.2989045383412,266.6885758998435,1.050093022472609,2PT,19,0.6360157941932669
290,322.1965811965812,363.4444444444444,0.27262742372462356,2PT,21,0.5079662607771286
292,310.7923497267759,690.8469945355191,0.8704087545748509,2PT,10,0.3842302610656986
292,267.5,668.5,0.851640471516377,2PT,10,0.44005695025122327
290,606.9113475177305,258.8758865248227,0.38271704576145416,2PT,9,0.6522677415234033
290,390.0,594.0,0.6617637188831503,2PT,10,0.4568781710273367
302,707.3589743589744,251.41880341880338,0.5777917948152267,2PT,11,0.5864284318018208
298,463.0081300813008,507.57723577235765,0.503351895022213,2PT,6,0.7263526643523269
298,646.9511599511599,386.5805860805861,0.5275660320513602,2PT,6,0.525
308,238.08429118773944,350.7145593869732,0.3832634578364186,2PT,11,0.7171491804723769
306,256.7842565597668,468.70165208940716,0.5124963499589026,2PT,6,0.75
306,156.38494623655913,378.6989247311828,0.5491195874345695,2PT,16,0.5391369476013479
314,585.1378205128204,231.70673076923077,0.3430394550892867,2PT,20,0.4377967671502365
316,410.0178351783518,491.30073800738006,0.4610765647881083,2PT,18,0.44740634150883457
344,274.0564971751412,123.42090395480226,0.36625279827460455,2PT,19,0.4403805757095331
322,837.3506743737958,458.0051380860629,0.9201041393002574,2PT,20,0.3685106574895204
320,726.2276422764228,425.7886178861788,0.6992423245252909,2PT,21,0.6048639312979074
320,456.3954802259887,460.55367231638417,0.41133451873415344,2PT,6,0.525
348,1004.439276485788,289.015503875969,1.1570006721742228,2PT,20,0.46069618102599036
328,90.74497991967871,395.34939759036143,0.6783938525058987,2PT,14,0.6503927309843293
362,17.02247191011236,312.6685393258427,0.7720196429917076,2PT,25,0.3588388934635592
324,1167.69918699187,383.2357723577236,1.4934746538344654,2PT,14,0.4048227605876328
344,104.46885521885521,358.4907407407407,0.6274059566261678,2PT,16,0.41609145902741995
334,587.3776223776224,498.19347319347315,0.5864312602182935,2PT,10,0.6283978075307369
328,590.7972709551657,389.2943469785575,0.43875885150434535,2PT,9,0.3875848845156974
344,88.48164146868251,369.0979121670266,0.6635343755175599,2PT,15,0.6373139784326383
346,844.4119241192411,418.4878048780488,0.9025462103271107,2PT,14,0.4815370803033349
332,1057.5765765765764,325.85585585585585,1.265966940507816,2PT,10,0.4290268292327833
348,899.1631205673758,265.1985815602837,0.9506955122185686,2PT,16,0.6146665921662071
